,country,year,co2,co2_per_capita,population,Deaths - Cause: All causes - Risk: Outdoor air pollution - OWID - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number)
17241,Oceania,2007,450.773,13.063,34900926.0,1188.0,8709.0,1518.0,2168.0,656.0,1638.0,3303.0,2823.0,4087.0,5500.0,3132.0,380.0,12203.0,1236.0,846.0,8378.0,11126.0,13382.0,7610.0,2505.0,1641.0,329.0,324.0,84.0,1413.0,48.0,556.0,211.0
17242,Oceania,2008,457.879,13.018,35561162.0,1262.0,8971.0,1545.0,2233.0,671.0,1677.0,3298.0,2885.0,4129.0,5512.0,3184.0,390.0,12318.0,1269.0,866.0,8559.0,11493.0,13568.0,7707.0,2499.0,1627.0,337.0,334.0,86.0,1421.0,47.0,557.0,210.0
17243,Oceania,2009,447.03,12.474,36225138.0,1323.0,9215.0,1575.0,2293.0,698.0,1710.0,3418.0,2938.0,4176.0,5605.0,3311.0,402.0,12427.0,1305.0,881.0,8743.0,11798.0,13739.0,7762.0,2588.0,1639.0,348.0,354.0,100.0,1458.0,50.0,577.0,210.0
17244,Oceania,2010,451.057,12.362,36873069.0,1387.0,9540.0,1619.0,2379.0,722.0,1767.0,3403.0,3021.0,4218.0,5595.0,3468.0,418.0,12656.0,1352.0,906.0,9019.0,12251.0,14041.0,7956.0,2575.0,1631.0,364.0,358.0,98.0,1457.0,49.0,570.0,212.0
17245,Oceania,2011,451.766,12.173,37498324.0,1442.0,9852.0,1669.0,2467.0,753.0,1826.0,3313.0,3102.0,4262.0,5506.0,3590.0,432.0,12851.0,1399.0,936.0,9286.0,12764.0,14297.0,8226.0,2503.0,1610.0,380.0,370.0,106.0,1458.0,46.0,549.0,210.0
17246,Oceania,2012,450.53,11.945,38104732.0,1500.0,10114.0,1716.0,2543.0,794.0,1876.0,3295.0,3172.0,4316.0,5469.0,3643.0,441.0,13016.0,1438.0,965.0,9514.0,13242.0,14518.0,8453.0,2487.0,1607.0,390.0,402.0,108.0,1443.0,45.0,545.0,203.0
17247,Oceania,2013,440.883,11.51,38695742.0,1557.0,10338.0,1758.0,2609.0,796.0,1916.0,3281.0,3229.0,4364.0,5386.0,3651.0,446.0,13131.0,1472.0,991.0,9685.0,13666.0,14685.0,8656.0,2473.0,1613.0,398.0,387.0,94.0,1389.0,45.0,540.0,201.0
17248,Oceania,2014,449.081,11.549,39278630.0,1616.0,10606.0,1806.0,2689.0,822.0,1967.0,3254.0,3296.0,4412.0,5320.0,3656.0,453.0,13265.0,1513.0,1023.0,9896.0,14170.0,14874.0,8916.0,2448.0,1594.0,407.0,396.0,97.0,1375.0,44.0,530.0,202.0
17249,Oceania,2015,453.845,11.501,39858693.0,1672.0,10923.0,1860.0,2784.0,853.0,2028.0,3207.0,3376.0,4464.0,5318.0,3733.0,464.0,13429.0,1560.0,1060.0,10151.0,14749.0,15097.0,9229.0,2406.0,1564.0,419.0,407.0,114.0,1411.0,42.0,518.0,207.0
17250,Oceania,2016,465.567,11.628,40435631.0,1716.0,11158.0,1908.0,2852.0,876.0,2070.0,3199.0,3444.0,4494.0,5201.0,3859.0,467.0,13546.0,1591.0,1088.0,10317.0,15227.0,15258.0,9509.0,2396.0,1559.0,429.0,414.0,89.0,1333.0,42.0,514.0,203.0
17251,Oceania,2017,465.857,11.473,41006479.0,1769.0,11480.0,1974.0,2945.0,905.0,2129.0,3241.0,3532.0,4496.0,5128.0,3985.0,475.0,13738.0,1638.0,1127.0,10567.0,15783.0,15506.0,9859.0,2423.0,1559.0,443.0,425.0,75.0,1277.0,43.0,510.0,203.0
17252,Oceania,2018,467.556,11.358,41570823.0,1858.0,11840.0,2047.0,3054.0,943.0,2200.0,3183.0,3638.0,4520.0,5042.0,4072.0,487.0,13956.0,1693.0,1169.0,10843.0,16428.0,15816.0,10252.0,2374.0,1532.0,455.0,446.0,75.0,1254.0,41.0,496.0,205.0
17253,Oceania,2019,471.016,11.29,42128048.0,1961.0,12162.0,2112.0,3149.0,963.0,2259.0,3136.0,3733.0,4546.0,4963.0,4121.0,496.0,14103.0,1737.0,1211.0,11036.0,17021.0,16061.0,10617.0,2336.0,1512.0,465.0,450.0,75.0,1226.0,39.0,485.0,204.0
17254,Oceania,2020,444.397,10.514,42677809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20837,South America,1990,595.614,2.016,295398177.0,105709.0,368306.0,54633.0,68240.0,143156.0,31306.0,94378.0,58490.0,180860.0,161219.0,37665.0,19885.0,139632.0,38901.0,36575.0,318536.0,251574.0,244303.0,200289.0,61138.0,44000.0,8813.0,14001.0,3543.0,22351.0,5334.0,40400.0,2564.0
20838,South America,1991,603.004,2.005,300829462.0,106309.0,369675.0,54978.0,67709.0,145081.0,31020.0,89902.0,57407.0,173929.0,152525.0,41338.0,19539.0,132847.0,38505.0,36696.0,317510.0,255130.0,238058.0,204624.0,58724.0,41852.0,9462.0,14230.0,3250.0,20743.0,4988.0,37775.0,2422.0
20839,South America,1992,615.051,2.009,306228628.0,109217.0,378519.0,56215.0,68609.0,148315.0,31403.0,82700.0,57576.0,168286.0,143846.0,45992.0,19574.0,128498.0,38891.0,37803.0,322464.0,263262.0,236498.0,213024.0,54456.0,39316.0,10231.0,14581.0,2912.0,19035.0,4545.0,34525.0,2401.0
20840,South America,1993,650.401,2.087,311601582.0,112484.0,390037.0,57669.0,69787.0,152842.0,31852.0,76882.0,58262.0,163190.0,136076.0,51002.0,19452.0,124195.0,39428.0,39580.0,330137.0,273203.0,235440.0,222825.0,50877.0,37044.0,11225.0,15216.0,2610.0,17502.0,4170.0,31760.0,2289.0
20841,South America,1994,667.658,2.106,316958269.0,114680.0,395238.0,58198.0,69810.0,155103.0,31732.0,70404.0,57978.0,158172.0,128150.0,55908.0,19141.0,118503.0,39241.0,40363.0,331756.0,279320.0,231925.0,229807.0,46569.0,34425.0,12245.0,15346.0,2304.0,16023.0,3778.0,29028.0,2344.0
20842,South America,1995,699.156,2.169,322302316.0,116939.0,402169.0,58888.0,70319.0,157206.0,31708.0,64015.0,58036.0,153836.0,120542.0,60050.0,19093.0,113942.0,39144.0,41205.0,334422.0,286976.0,229762.0,237823.0,42523.0,32112.0,13137.0,15678.0,2036.0,14689.0,3407.0,26384.0,2214.0
20843,South America,1996,725.574,2.215,327635132.0,119008.0,409378.0,59692.0,70806.0,159150.0,31480.0,58110.0,57872.0,149182.0,113580.0,62824.0,18860.0,109354.0,38961.0,42069.0,338115.0,293415.0,227396.0,245576.0,38715.0,29966.0,13314.0,16007.0,1796.0,13434.0,3054.0,23849.0,2078.0
20844,South America,1997,768.849,2.309,332943537.0,120104.0,412388.0,59664.0,70426.0,160682.0,30851.0,52840.0,56886.0,144611.0,106810.0,63412.0,18432.0,104787.0,38200.0,42297.0,337339.0,297086.0,223900.0,251498.0,35152.0,28029.0,12673.0,16126.0,1584.0,12252.0,2734.0,21524.0,2027.0
20845,South America,1998,821.329,2.429,338199117.0,122998.0,423731.0,60854.0,71350.0,164246.0,30683.0,48618.0,56666.0,140411.0,100917.0,64401.0,18290.0,101093.0,38125.0,43323.0,342041.0,305345.0,222930.0,262105.0,32196.0,26445.0,12474.0,16385.0,1419.0,11160.0,2473.0,19607.0,1978.0
20846,South America,1999,839.543,2.445,343364515.0,124884.0,431959.0,61688.0,71673.0,166229.0,30288.0,44139.0,56116.0,135714.0,94747.0,66663.0,18026.0,96939.0,37713.0,44162.0,343904.0,312644.0,220550.0,270892.0,29029.0,24894.0,12382.0,16607.0,1246.0,10145.0,2187.0,17682.0,1923.0
20847,South America,2000,821.39,2.358,348411890.0,124416.0,436441.0,62030.0,71344.0,165457.0,29860.0,40211.0,55032.0,131520.0,88772.0,67821.0,17589.0,93534.0,37146.0,44818.0,341736.0,317661.0,216924.0,277188.0,26176.0,23531.0,12541.0,16787.0,1090.0,9257.0,1913.0,15917.0,1838.0
20848,South America,2001,832.246,2.355,353333490.0,125392.0,446332.0,62984.0,72090.0,167211.0,29892.0,37329.0,54801.0,127463.0,84221.0,69402.0,17583.0,91071.0,37092.0,46031.0,343771.0,326982.0,215484.0,286016.0,23965.0,22475.0,12839.0,17143.0,969.0,8501.0,1701.0,14542.0,1859.0
20849,South America,2002,847.148,2.366,358133213.0,127485.0,461278.0,65088.0,73727.0,170950.0,30287.0,35110.0,55139.0,123385.0,80212.0,70400.0,18057.0,89650.0,37561.0,47770.0,348510.0,342405.0,216089.0,299041.0,22198.0,21662.0,13140.0,17801.0,868.0,7875.0,1530.0,13446.0,1887.0
20850,South America,2003,858.232,2.366,362809670.0,128906.0,475870.0,66123.0,75205.0,172282.0,30642.0,33369.0,55472.0,120238.0,76962.0,71552.0,18337.0,88064.0,37903.0,49892.0,352340.0,356845.0,215810.0,311572.0,20884.0,21121.0,13531.0,18482.0,785.0,7352.0,1387.0,12545.0,1853.0
20851,South America,2004,867.759,2.362,367365342.0,128259.0,485112.0,66766.0,75878.0,173320.0,30660.0,31268.0,55218.0,115794.0,72502.0,71581.0,18227.0,86312.0,37914.0,51690.0,353148.0,366476.0,213518.0,320341.0,19415.0,20466.0,13585.0,19076.0,703.0,6819.0,1234.0,11486.0,1788.0
20852,South America,2005,902.003,2.426,371804635.0,128590.0,491699.0,66898.0,76254.0,174099.0,30569.0,29330.0,54773.0,111613.0,68378.0,71280.0,18361.0,84229.0,37771.0,52612.0,351261.0,375341.0,211983.0,328556.0,18020.0,19719.0,13808.0,19522.0,630.0,6311.0,1104.0,10552.0,1830.0
20853,South America,2006,912.73,2.427,376122783.0,131065.0,502278.0,67994.0,77319.0,176164.0,30628.0,27242.0,54907.0,107967.0,64282.0,70895.0,18701.0,82169.0,38038.0,53719.0,352920.0,383619.0,212461.0,337790.0,16596.0,19044.0,14034.0,20108.0,545.0,5831.0,970.0,9613.0,1730.0
20854,South America,2007,940.749,2.474,380325055.0,133885.0,515127.0,68960.0,78750.0,178782.0,30768.0,25482.0,55338.0,105132.0,60888.0,70272.0,19261.0,80161.0,38358.0,55155.0,355831.0,393720.0,213198.0,348598.0,15443.0,18545.0,14487.0,20702.0,477.0,5396.0,876.0,8870.0,1724.0
20855,South America,2008,1007.52,2.621,384439475.0,138121.0,530873.0,70466.0,80462.0,183438.0,31129.0,24040.0,55912.0,101951.0,57878.0,70365.0,19914.0,78861.0,38970.0,57056.0,359677.0,408914.0,215988.0,363091.0,14502.0,18234.0,15011.0,21646.0,417.0,4996.0,792.0,8188.0,1717.0
20856,South America,2009,991.952,2.553,388503344.0,143518.0,549656.0,72604.0,82869.0,188141.0,31747.0,22784.0,57064.0,99112.0,55414.0,70576.0,20817.0,78338.0,39897.0,59246.0,365087.0,426125.0,220827.0,379083.0,13697.0,18243.0,15542.0,22680.0,366.0,4631.0,720.0,7599.0,1778.0
20857,South America,2010,1082.415,2.758,392543695.0,146529.0,560950.0,73598.0,84338.0,198904.0,31852.0,22790.0,57644.0,96305.0,53708.0,70766.0,21261.0,76550.0,40315.0,61012.0,366443.0,436488.0,222231.0,388290.0,13780.0,18431.0,15908.0,23481.0,355.0,4395.0,685.0,7335.0,1648.0
20858,South America,2011,1103.963,2.784,396571751.0,148733.0,570784.0,74589.0,85658.0,191197.0,32017.0,25514.0,58166.0,93190.0,53870.0,70672.0,21614.0,74841.0,40787.0,62572.0,366789.0,448382.0,222854.0,398326.0,15725.0,19488.0,16313.0,24099.0,422.0,4423.0,723.0,7784.0,1597.0
20859,South America,2012,1159.7,2.895,400581563.0,151762.0,581590.0,75938.0,87091.0,194193.0,32149.0,20214.0,58656.0,89506.0,48391.0,70744.0,22176.0,72751.0,41293.0,63730.0,367450.0,462513.0,223492.0,409901.0,11847.0,17882.0,16783.0,24846.0,265.0,3735.0,566.0,6224.0,1589.0
20860,South America,2013,1218.74,3.012,404561948.0,155417.0,597992.0,77810.0,89419.0,197667.0,32624.0,20187.0,59775.0,86294.0,47180.0,71618.0,22797.0,71019.0,42225.0,65847.0,370813.0,483148.0,225186.0,426287.0,11779.0,18177.0,17435.0,25740.0,256.0,3548.0,536.0,5961.0,1631.0
20861,South America,2014,1230.511,3.012,408493800.0,157654.0,610550.0,79164.0,91140.0,199331.0,32991.0,19444.0,60542.0,82085.0,45044.0,72540.0,23193.0,68849.0,42901.0,67695.0,370960.0,500230.0,225179.0,439645.0,11187.0,18128.0,17851.0,26429.0,227.0,3304.0,488.0,5496.0,1617.0
20862,South America,2015,1204.961,2.922,412362689.0,160252.0,626499.0,81299.0,93595.0,202452.0,33602.0,18997.0,61872.0,77861.0,43340.0,73132.0,23797.0,66982.0,43889.0,69825.0,375015.0,517605.0,226341.0,454172.0,10792.0,18145.0,18353.0,27128.0,208.0,3086.0,455.0,5137.0,1579.0
20863,South America,2016,1164.898,2.799,416164871.0,163374.0,647690.0,84160.0,96922.0,207599.0,34699.0,19022.0,64088.0,74054.0,42376.0,73196.0,24648.0,65196.0,45442.0,72754.0,382486.0,541146.0,227737.0,474170.0,10700.0,18351.0,18979.0,27957.0,201.0,2937.0,436.0,4915.0,1503.0
20864,South America,2017,1156.734,2.755,419903920.0,164521.0,663067.0,86175.0,99346.0,212343.0,35666.0,18278.0,65386.0,70333.0,40995.0,72937.0,25482.0,63050.0,46583.0,74935.0,384268.0,561744.0,226704.0,489770.0,10105.0,18078.0,19508.0,28603.0,177.0,2703.0,399.0,4518.0,1468.0
20865,South America,2018,1091.45,2.577,423581098.0,169371.0,678401.0,88190.0,101303.0,216356.0,36560.0,17957.0,66834.0,66915.0,40703.0,72788.0,25877.0,61121.0,47642.0,77005.0,385950.0,578876.0,229481.0,504294.0,9777.0,17906.0,19909.0,29129.0,164.0,2531.0,379.0,4290.0,1424.0
20866,South America,2019,1065.51,2.494,427199425.0,175846.0,699448.0,91077.0,104060.0,221484.0,37698.0,17749.0,69095.0,64202.0,40505.0,72991.0,26659.0,59313.0,49085.0,79322.0,390430.0,601070.0,234047.0,522673.0,9527.0,17886.0,20375.0,29812.0,153.0,2378.0,358.0,4090.0,1389.0
20867,South America,2020,994.16,2.308,430759771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24024,United States,1990,5113.455,20.282,252120309.0,104185.0,503627.0,31621.0,103243.0,76480.0,42793.0,84.0,44434.0,17038.0,2894.0,28239.0,13563.0,365.0,24390.0,45873.0,515412.0,263408.0,103744.0,232155.0,85.0,788.0,24755.0,10793.0,0.0,40.0,11.0,201.0,60.0
24025,United States,1991,5057.931,19.871,254539371.0,103530.0,501715.0,31595.0,102758.0,75761.0,42153.0,91.0,44166.0,16175.0,2941.0,31865.0,13102.0,353.0,23870.0,48114.0,514215.0,253433.0,103090.0,237071.0,91.0,798.0,26246.0,10994.0,0.0,38.0,12.0,194.0,58.0
24026,United States,1992,5167.481,20.108,256990608.0,102847.0,499454.0,31654.0,102023.0,75292.0,41472.0,98.0,43789.0,15254.0,3002.0,35039.0,12670.0,340.0,23375.0,50443.0,511959.0,244954.0,102384.0,241696.0,96.0,806.0,27913.0,11246.0,0.0,36.0,12.0,184.0,56.0
24027,United States,1993,5267.343,20.296,259532130.0,104872.0,510254.0,32627.0,104014.0,76507.0,41879.0,110.0,44457.0,14792.0,3164.0,38252.0,12662.0,339.0,23645.0,54134.0,520782.0,244852.0,104375.0,252046.0,105.0,839.0,30123.0,11823.0,0.0,34.0,12.0,178.0,56.0
24028,United States,1994,5358.824,20.435,262241204.0,105603.0,512209.0,33103.0,104079.0,76900.0,41556.0,122.0,44294.0,14082.0,3297.0,41866.0,12472.0,330.0,23549.0,56417.0,521049.0,243262.0,105019.0,258503.0,114.0,854.0,31989.0,12287.0,0.0,32.0,12.0,171.0,57.0
24029,United States,1995,5421.502,20.446,265163740.0,106353.0,516928.0,33798.0,104692.0,77465.0,41456.0,136.0,44317.0,13315.0,3472.0,42159.0,12422.0,327.0,23661.0,58077.0,523811.0,246213.0,105733.0,265915.0,126.0,871.0,33236.0,12838.0,0.0,30.0,11.0,162.0,54.0
24030,United States,1996,5610.582,20.909,268335007.0,105390.0,515725.0,34262.0,103905.0,77151.0,40741.0,154.0,43599.0,12867.0,3649.0,33053.0,12343.0,322.0,23634.0,58416.0,519031.0,248822.0,104753.0,269938.0,140.0,879.0,32485.0,13415.0,0.0,28.0,11.0,156.0,56.0
24031,United States,1997,5686.465,20.928,271713634.0,104693.0,514302.0,34966.0,103136.0,77119.0,39927.0,182.0,42803.0,12778.0,3859.0,21917.0,12364.0,317.0,23754.0,58665.0,514323.0,252482.0,104005.0,273597.0,163.0,884.0,31825.0,13950.0,0.0,27.0,11.0,154.0,58.0
24032,United States,1998,5731.05,20.827,275175309.0,104992.0,517240.0,36091.0,103396.0,77630.0,39450.0,220.0,42285.0,12943.0,4115.0,19201.0,12560.0,315.0,24189.0,59389.0,514248.0,259547.0,104228.0,279281.0,195.0,893.0,33082.0,14610.0,0.0,26.0,10.0,152.0,56.0
24033,United States,1999,5804.669,20.839,278548148.0,105371.0,523804.0,37466.0,104654.0,78657.0,39408.0,289.0,41936.0,13023.0,4435.0,20459.0,12857.0,315.0,24938.0,60640.0,517306.0,269567.0,104578.0,287496.0,252.0,872.0,35628.0,15501.0,0.0,25.0,9.0,145.0,63.0
24034,United States,2000,6010.508,21.336,281710914.0,103749.0,522147.0,38216.0,104042.0,80477.0,39042.0,366.0,41217.0,13020.0,4561.0,19729.0,12885.0,310.0,25250.0,60469.0,515705.0,275714.0,102989.0,292865.0,315.0,867.0,38005.0,16320.0,0.0,24.0,9.0,141.0,68.0
24035,United States,2001,5904.882,20.747,284607992.0,102077.0,515688.0,38703.0,103247.0,83379.0,38688.0,389.0,40330.0,12821.0,4548.0,19333.0,12848.0,302.0,25484.0,58981.0,513371.0,283539.0,101326.0,298050.0,372.0,855.0,40758.0,17140.0,0.0,23.0,8.0,137.0,71.0
24036,United States,2002,5946.771,20.7,287279312.0,100492.0,505748.0,39216.0,102511.0,86645.0,38423.0,413.0,39423.0,13010.0,4527.0,19481.0,12822.0,293.0,25812.0,56234.0,512206.0,294890.0,99744.0,303480.0,439.0,858.0,44130.0,17851.0,0.0,23.0,8.0,137.0,70.0
24037,United States,2003,6011.837,20.744,289815567.0,97219.0,489705.0,39321.0,100701.0,89728.0,37807.0,428.0,38098.0,13141.0,4416.0,19271.0,12645.0,282.0,25820.0,52711.0,507155.0,304997.0,96526.0,306668.0,507.0,855.0,47237.0,18482.0,0.0,23.0,8.0,137.0,88.0
24038,United States,2004,6114.007,20.913,292354663.0,92987.0,467423.0,38771.0,97200.0,91603.0,36680.0,440.0,36262.0,13041.0,4263.0,18770.0,12242.0,265.0,25407.0,49083.0,495705.0,309809.0,92316.0,305079.0,577.0,842.0,49534.0,18879.0,0.0,22.0,7.0,132.0,102.0
24039,United States,2005,6134.521,20.795,294993509.0,91505.0,460457.0,39233.0,96531.0,95606.0,36515.0,457.0,35533.0,13264.0,4252.0,18456.0,12184.0,256.0,25666.0,48050.0,495192.0,320168.0,90806.0,310455.0,665.0,858.0,52622.0,19711.0,0.0,22.0,7.0,130.0,112.0
24040,United States,2006,6051.668,20.324,297758977.0,88785.0,449055.0,39208.0,94606.0,98277.0,36014.0,480.0,34417.0,13369.0,4150.0,18120.0,11917.0,244.0,25583.0,47115.0,489860.0,327500.0,88050.0,311855.0,742.0,858.0,55030.0,20257.0,0.0,22.0,7.0,126.0,115.0
24041,United States,2007,6131.004,20.395,300608425.0,83921.0,437157.0,39128.0,92588.0,100895.0,35525.0,477.0,33250.0,13368.0,4142.0,17486.0,11605.0,230.0,25492.0,46387.0,484575.0,338307.0,83248.0,312758.0,781.0,854.0,56684.0,20868.0,0.0,22.0,7.0,121.0,118.0
24042,United States,2008,5914.078,19.487,303486022.0,79444.0,431300.0,39576.0,92108.0,104008.0,35604.0,467.0,32671.0,12829.0,4177.0,16769.0,11470.0,218.0,25793.0,46423.0,485557.0,353757.0,78860.0,317477.0,804.0,863.0,58572.0,21543.0,0.0,21.0,6.0,111.0,123.0
24043,United States,2009,5478.21,17.885,306307565.0,74765.0,423002.0,39674.0,90765.0,106886.0,35337.0,438.0,31906.0,11997.0,4177.0,16147.0,11199.0,205.0,25718.0,45827.0,481936.0,362532.0,74243.0,319825.0,789.0,856.0,60692.0,21954.0,0.0,19.0,6.0,101.0,121.0
24044,United States,2010,5675.786,18.368,309011469.0,71483.0,420422.0,39877.0,89918.0,109066.0,35139.0,410.0,31296.0,11242.0,4255.0,15020.0,11042.0,194.0,25687.0,45576.0,477588.0,366707.0,70979.0,322489.0,772.0,854.0,62637.0,22522.0,0.0,18.0,5.0,91.0,111.0
24045,United States,2011,5540.173,17.781,311584051.0,71105.0,426323.0,40702.0,90657.0,112915.0,35491.0,414.0,31382.0,11036.0,4415.0,14616.0,11063.0,186.0,25960.0,45475.0,480564.0,370883.0,70550.0,329075.0,776.0,872.0,66100.0,23365.0,0.0,17.0,5.0,86.0,119.0
24046,United States,2012,5338.698,17.0,314043885.0,68807.0,430713.0,41371.0,90841.0,116206.0,35713.0,410.0,31344.0,10907.0,4576.0,14378.0,11005.0,178.0,26100.0,44617.0,481186.0,373544.0,68292.0,334656.0,762.0,879.0,69306.0,23990.0,0.0,16.0,5.0,82.0,124.0
24047,United States,2013,5474.257,17.302,316400539.0,66640.0,437970.0,42258.0,91470.0,119808.0,36063.0,405.0,31512.0,10835.0,4814.0,14322.0,10969.0,171.0,26326.0,43632.0,483704.0,377775.0,66170.0,341827.0,745.0,894.0,73424.0,24792.0,0.0,16.0,5.0,80.0,134.0
24048,United States,2014,5522.807,17.331,318673422.0,63922.0,445918.0,43159.0,92198.0,123572.0,36476.0,399.0,31749.0,10743.0,5130.0,14272.0,10907.0,164.0,26558.0,42662.0,486227.0,382830.0,63519.0,349779.0,726.0,902.0,78721.0,25463.0,0.0,16.0,5.0,79.0,137.0
24049,United States,2015,5371.771,16.741,320878312.0,62621.0,456936.0,44306.0,93765.0,128082.0,37082.0,393.0,32203.0,10698.0,5515.0,14169.0,10917.0,159.0,26943.0,42158.0,490978.0,391105.0,62231.0,359659.0,708.0,918.0,85529.0,26221.0,0.0,16.0,5.0,80.0,138.0
24050,United States,2016,5248.024,16.247,323015992.0,60202.0,465558.0,45408.0,95347.0,132508.0,37688.0,384.0,32826.0,10517.0,5798.0,14552.0,10703.0,152.0,27161.0,41238.0,497281.0,399515.0,59832.0,369396.0,682.0,922.0,93918.0,26716.0,0.0,16.0,5.0,80.0,144.0
24051,United States,2017,5207.751,16.02,325084758.0,58113.0,467248.0,45805.0,96267.0,133096.0,38014.0,374.0,33223.0,10174.0,5657.0,14441.0,10492.0,146.0,27068.0,39871.0,500569.0,405299.0,57765.0,373207.0,665.0,929.0,98621.0,26397.0,0.0,15.0,5.0,78.0,126.0
24052,United States,2018,5375.491,16.434,327096263.0,59375.0,481551.0,47379.0,99502.0,135290.0,39210.0,378.0,34470.0,9804.0,5760.0,14366.0,10756.0,148.0,27636.0,38704.0,515910.0,422365.0,59030.0,384191.0,675.0,958.0,101471.0,27006.0,0.0,15.0,5.0,76.0,120.0
24053,United States,2019,5255.816,15.972,329064917.0,60572.0,495201.0,48501.0,102247.0,136663.0,40172.0,382.0,35583.0,9606.0,5898.0,14354.0,11029.0,150.0,27977.0,37147.0,527736.0,439379.0,60229.0,393859.0,682.0,987.0,104736.0,27681.0,0.0,14.0,5.0,75.0,114.0
24054,United States,2020,4712.771,14.238,331002647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
